Discussing node.js - Computerphile,187665,Computerphile,https://www.youtube.com/watch?v=whwa7ua_RbA&t=1s
"What is backpropagation really doing? | Chapter 3, Deep learning",2551418,3Blue1Brown,https://www.youtube.com/watch?v=Ilg3gGewQ5U&list=PLZHQObOWTQDNU6R1_67000Dx_ZCJB-3pi&index=4
Esotérico - Gilberto Gil,213221,Gilberto Gil,https://www.youtube.com/watch?v=iwjvga7uZPE&list=RDiwjvga7uZPE&start_radio=1
